firm,year,filename,summary,positive,negative,compound_sentiment,total_tokens,asset_counts,region_counts,aspect_sentiments,region_sentiments,topic_id,topic_keywords,topic_label
Fidelity,2019,23_Fidelity_2019.pdf,"Ten years into the longest bull run in history, major dislocations are starting to appear. We expect US corporate earnings growth to slacken in 2019, but remain positive, at around 8 or 9 percent. Companies may well start to see headwinds, such as rising cost inflation, intensifying in 2019.",82,109,-0.14136125654450263,1,"{'Equity': 30, 'Fixed Income': 2, 'Real Estate': 0, 'Commodities': 0, 'Alternatives': 0, 'Infrastructure': 1, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 8}","{'USA': 78, 'Europe': 8, 'Asia': 26, 'Emerging Markets': 3}","{'Equity': 0.01129630596741386, 'Fixed Income': -0.10497221350669861, 'Real Estate': None, 'Commodities': None, 'Alternatives': None, 'Infrastructure': 0.0, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.7800122499465942}","{'USA': 0.12616821781533663, 'Europe': -0.5976372162501017, 'Asia': -0.30132901668548584, 'Emerging Markets': 0.5905783971150717}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
Fidelity,2020,23_Fidelity_2020.pdf,"Soft landing, earnings returning Outlook 2020 Fidelity Editorial For investment professional use only and not for general public distribution Soft landing, earnings returning Themes for 2020  Synchronised modest global recovery – recession ultimately avoided  Earnings returning in 2020 after flat 2019  Inflation pressures building in the US, as consumer remains strong  Monetary policy likely to give way to fiscal  Risks include US elections, trade and market rotation Key highlights House view 3 Economic outlook 6 Geopolitical risks that dominated headlines in 2019 - such as the trade war and Brexit - have been subsiding. If this fragile calm can persist throughout 2020, we should see a soft landing for global Gross Domestic Product (GDP) growth.",90,186,-0.34782608695652173,1,"{'Equity': 24, 'Fixed Income': 23, 'Real Estate': 10, 'Commodities': 1, 'Alternatives': 3, 'Infrastructure': 0, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 1}","{'USA': 150, 'Europe': 77, 'Asia': 47, 'Emerging Markets': 11}","{'Equity': -0.29339540799458824, 'Fixed Income': 0.006539818487669292, 'Real Estate': 0.05053425580263138, 'Commodities': 0.0, 'Alternatives': 0.0, 'Infrastructure': None, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.0}","{'USA': -0.1616252986889965, 'Europe': -0.016608999932513517, 'Asia': 0.16852397918701173, 'Emerging Markets': 0.13480615615844727}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
Fidelity,2021,23_Fidelity_2021.pdf,"Fidelity International’s outlook for the global economy, multi asset, equities, fixed income and real estate. This is for investment professionals only and should not be relied upon by private investors. Annual outlook Outlook 2021 Seizing the new reality.",152,209,-0.15789473684210525,1,"{'Equity': 14, 'Fixed Income': 23, 'Real Estate': 12, 'Commodities': 1, 'Alternatives': 5, 'Infrastructure': 2, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 0}","{'USA': 202, 'Europe': 41, 'Asia': 30, 'Emerging Markets': 3}","{'Equity': 0.20729491114616394, 'Fixed Income': 0.1513215233297909, 'Real Estate': 0.3332485854625702, 'Commodities': 0.8706856966018677, 'Alternatives': 0.12453633546829224, 'Infrastructure': 0.3263721168041229, 'Private Equity': None, 'Hedge Funds': None, 'Cash': None}","{'USA': 0.16568528379954345, 'Europe': -0.029436733411706013, 'Asia': 0.38518803870236434, 'Emerging Markets': -0.04772831996281942}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
Fidelity,2022,23_Fidelity_2022.pdf,"Annual outlook Catch-2022 Unravelling the policy paradox. An investor's guide to the year ahead for the global economy, multi asset, equities, fixed income and real estate. This is for investment professionals only and should not be relied upon by private investors.",84,155,-0.29707112970711297,1,"{'Equity': 15, 'Fixed Income': 14, 'Real Estate': 15, 'Commodities': 0, 'Alternatives': 3, 'Infrastructure': 3, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 1}","{'USA': 115, 'Europe': 24, 'Asia': 21, 'Emerging Markets': 4}","{'Equity': -0.04110862101827349, 'Fixed Income': -0.1352440963188807, 'Real Estate': 0.18331275077966544, 'Commodities': None, 'Alternatives': 0.4315873483816783, 'Infrastructure': 0.0, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.0}","{'USA': 0.01017927886410193, 'Europe': -0.30471183856328327, 'Asia': -0.06943716371760648, 'Emerging Markets': 0.8771054347356161}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
Fidelity,2023,23_Fidelity_2023.pdf," Outlook 2023 An investor’s guide to the year ahead for the global economy, multi asset, equities, fixed income, Asian markets and more. The impact of the events of the past year will be felt long into the next one, particularly the tragic consequences of the Ukraine war.",103,247,-0.4114285714285714,1,"{'Equity': 17, 'Fixed Income': 12, 'Real Estate': 11, 'Commodities': 0, 'Alternatives': 1, 'Infrastructure': 3, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 8}","{'USA': 122, 'Europe': 59, 'Asia': 61, 'Emerging Markets': 3}","{'Equity': 0.09610193471113841, 'Fixed Income': -0.10166867483745921, 'Real Estate': -0.0577361136674881, 'Commodities': None, 'Alternatives': 0.0, 'Infrastructure': 0.6024219393730164, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.29514820128679276}","{'USA': 0.06411716276472741, 'Europe': -0.061096251010894775, 'Asia': 0.42341636770810837, 'Emerging Markets': 0.17010144392649332}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
Fidelity,2024,23_Fidelity_2024.pdf,"Remarkable changes across economies and markets make forecasting unusually difficult in 2024. Instead, we offer four potential paths the world could take, each assigned with its own probability. This is for investment professionals only and should not be relied upon by private investors.",164,308,-0.3050847457627119,1,"{'Equity': 45, 'Fixed Income': 42, 'Real Estate': 23, 'Commodities': 4, 'Alternatives': 1, 'Infrastructure': 1, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 9}","{'USA': 205, 'Europe': 77, 'Asia': 79, 'Emerging Markets': 5}","{'Equity': 0.2001919822815137, 'Fixed Income': 0.12872761400306926, 'Real Estate': 0.2956705673744804, 'Commodities': 0.2276204228401184, 'Alternatives': 0.9122667908668518, 'Infrastructure': 0.7016317844390869, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.2728195654021369}","{'USA': 0.04876257393770157, 'Europe': 0.007766460378964742, 'Asia': 0.1561596502478306, 'Emerging Markets': 0.7128763675689698}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
Fidelity,2025,23_Fidelity_2025.pdf,"The world has moved on from the single-minded focus on fighting inflation that defined the post-Covid years. Profound changes are under way across a range of countries, asset classes, and sectors. The coming year will reward investors who can capitalise on these changes.",106,159,-0.2,1,"{'Equity': 18, 'Fixed Income': 19, 'Real Estate': 5, 'Commodities': 1, 'Alternatives': 0, 'Infrastructure': 10, 'Private Equity': 6, 'Hedge Funds': 1, 'Cash': 1}","{'USA': 156, 'Europe': 63, 'Asia': 49, 'Emerging Markets': 4}","{'Equity': 0.4986734986305237, 'Fixed Income': 0.16602906584739685, 'Real Estate': 0.3711050033569336, 'Commodities': 0.0, 'Alternatives': None, 'Infrastructure': 0.4956330723232693, 'Private Equity': 0.6203481753667196, 'Hedge Funds': 0.0, 'Cash': -0.8691849112510681}","{'USA': 0.27147150987928564, 'Europe': 0.07143315076828002, 'Asia': 0.35220825175444287, 'Emerging Markets': 0.7124882638454437}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
GoldmanSachs,2022,24_GoldmanSachs_2022.pdf,"US equities returned an eye-popping 28.7%, compared with a more modest 19.9% for other developed countries’ equities in local currency terms and a dismal 0.1% for those of emerging markets. US municipal bonds, with a 0.5% return, outperformed government debt in the US, Eurozone, UK and Japan. Chinese high yield corporate debt not only significantly underperformed that of the US but was one of the worst-performing markets.",538,1125,-0.3529765484064943,1,"{'Equity': 283, 'Fixed Income': 103, 'Real Estate': 6, 'Commodities': 13, 'Alternatives': 4, 'Infrastructure': 11, 'Private Equity': 1, 'Hedge Funds': 2, 'Cash': 45}","{'USA': 863, 'Europe': 253, 'Asia': 127, 'Emerging Markets': 15}","{'Equity': 0.1925802197398209, 'Fixed Income': -0.04274850715825587, 'Real Estate': -0.27376408378283185, 'Commodities': 0.05729749569526085, 'Alternatives': 0.186431884765625, 'Infrastructure': -0.011685002933848988, 'Private Equity': 0.0, 'Hedge Funds': 0.46780019998550415, 'Cash': 0.15642456911705635}","{'USA': 0.05715478528794404, 'Europe': 0.09323656510531418, 'Asia': -0.07021641030031092, 'Emerging Markets': 0.1340983169419425}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
GoldmanSachs,2023,24_GoldmanSachs_2023.pdf,"The geopolitical outlook for 2023 is foggy and fraught with risk. There is no face-saving off-ramp for Russia from Ukraine. China is unlikely to reverse its assertive and aggressive posture. North Korea is expected to continue, even step up, its ballistic missile tests.",605,1455,-0.41262135922330095,1,"{'Equity': 160, 'Fixed Income': 131, 'Real Estate': 8, 'Commodities': 24, 'Alternatives': 2, 'Infrastructure': 11, 'Private Equity': 3, 'Hedge Funds': 5, 'Cash': 23}","{'USA': 984, 'Europe': 260, 'Asia': 190, 'Emerging Markets': 18}","{'Equity': -0.08958409486278411, 'Fixed Income': -0.11140719631261993, 'Real Estate': 0.0, 'Commodities': -0.014217722983587356, 'Alternatives': -0.9412908852100372, 'Infrastructure': -0.09082000363956798, 'Private Equity': 0.0, 'Hedge Funds': 0.0, 'Cash': 0.17568106594539823}","{'USA': -0.042575505954756156, 'Europe': -0.1495183112547379, 'Asia': -0.08782019740656803, 'Emerging Markets': 0.15269380062818527}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
CapitalGroup,2022,25_CapitalGroup_2022.pdf,"Market leadership today is essentially the same as it was before the pandemic. Global economic growth is slowing, especially in China. Central bankers have started a gradual reduction in monetary stimulus measures. Valuations are elevated across the board, from stocks to bonds to real estate.",109,96,0.06341463414634146,1,"{'Equity': 16, 'Fixed Income': 24, 'Real Estate': 2, 'Commodities': 0, 'Alternatives': 0, 'Infrastructure': 1, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 1}","{'USA': 151, 'Europe': 52, 'Asia': 39, 'Emerging Markets': 6}","{'Equity': 0.12719373192105973, 'Fixed Income': 0.2658279382664224, 'Real Estate': 0.930687665939331, 'Commodities': None, 'Alternatives': None, 'Infrastructure': 0.0, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.0}","{'USA': 0.11515043277551631, 'Europe': 0.4214121997356415, 'Asia': 0.12467551689881545, 'Emerging Markets': 0.43277849555015563}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
CapitalGroup,2023,25_CapitalGroup_2023.pdf,"Inflation is at its highest levels since the early 1980s and, until recently, we’ve had 40 years of declining interest rates. As rate cycles reverse, the process often takes much longer than anticipated, which leads me to believe that some inflation will likely persist. Money isn’t free anymore, so a larger slice of earnings will go to service debt. Companies able to fund their own growth will remain attractive.",144,216,-0.2,1,"{'Equity': 16, 'Fixed Income': 43, 'Real Estate': 0, 'Commodities': 0, 'Alternatives': 0, 'Infrastructure': 1, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 4}","{'USA': 154, 'Europe': 52, 'Asia': 24, 'Emerging Markets': 8}","{'Equity': -0.24794543186823528, 'Fixed Income': 0.0788766470822421, 'Real Estate': None, 'Commodities': None, 'Alternatives': None, 'Infrastructure': -0.9305447936058044, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.23656921088695526}","{'USA': 0.042666302318066625, 'Europe': 0.0869431862464318, 'Asia': 0.07702187076210976, 'Emerging Markets': -0.0043893853823343916}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
CapitalGroup,2024,25_CapitalGroup_2024.pdf,"Martin Romo is Chairman and Chief Investment Officer, Capital Group. He says it's difficult to remember another time when the outlook was so uncertain. He is looking for signs of large-scale change that could change companies, industries, economies and the world.",128,135,-0.026615969581749048,1,"{'Equity': 20, 'Fixed Income': 29, 'Real Estate': 1, 'Commodities': 0, 'Alternatives': 0, 'Infrastructure': 4, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 15}","{'USA': 169, 'Europe': 30, 'Asia': 23, 'Emerging Markets': 11}","{'Equity': 0.23091919819513956, 'Fixed Income': 0.315913356485821, 'Real Estate': 0.0, 'Commodities': None, 'Alternatives': None, 'Infrastructure': 0.9252451509237289, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.21401028831799826}","{'USA': 0.10688836279168593, 'Europe': 0.17885951910700118, 'Asia': 0.06426138679186504, 'Emerging Markets': 0.21298347413539886}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
CapitalGroup,2025,25_CapitalGroup_2025.pdf,"The U.S. economy remains strong, leading the world at a time when others are stumbling. Instead of falling into recession, as many predicted a year ago, we’re headed Back to the Future in more ways than one.",145,163,-0.05844155844155844,1,"{'Equity': 26, 'Fixed Income': 44, 'Real Estate': 1, 'Commodities': 0, 'Alternatives': 0, 'Infrastructure': 4, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 7}","{'USA': 107, 'Europe': 35, 'Asia': 23, 'Emerging Markets': 19}","{'Equity': 0.3380610018968582, 'Fixed Income': 0.5171617614105344, 'Real Estate': 0.0, 'Commodities': None, 'Alternatives': None, 'Infrastructure': 0.0, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.76049076517423}","{'USA': 0.09946993887424468, 'Europe': 0.13140728840461144, 'Asia': 0.45158830483754475, 'Emerging Markets': 0.16146546006202697}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
AQR,2015,2_AQR_2015.pdf,"This issue presents our multi-year expected return assumptions for major stock and bond markets. Besides updating the estimates from last year, we review our framework and methodology. It still is a world of low expected returns versus historical comparison. We briefly discuss methods for assessing expected returns of smart beta and style premia portfolios.",87,160,-0.29554655870445345,1,"{'Equity': 36, 'Fixed Income': 29, 'Real Estate': 1, 'Commodities': 2, 'Alternatives': 1, 'Infrastructure': 0, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 28}","{'USA': 137, 'Europe': 33, 'Asia': 26, 'Emerging Markets': 3}","{'Equity': -0.0011021681129932404, 'Fixed Income': -0.022050091198512485, 'Real Estate': 0.0, 'Commodities': -0.8925502896308899, 'Alternatives': 0.0, 'Infrastructure': None, 'Private Equity': None, 'Hedge Funds': None, 'Cash': -0.12067820876836777}","{'USA': -0.08041329047467449, 'Europe': -0.14843260745207468, 'Asia': -0.021305063191582176, 'Emerging Markets': 0.0}",1,"[('the', 0.09542823095617974), ('of', 0.08496143774707501), ('and', 0.07672104567856117), ('to', 0.06344998843266493), ('for', 0.058168638070086216), ('in', 0.050327346281621194), ('return', 0.04171580969324968), ('is', 0.041194114209349326), ('expected', 0.0404581237258703), ('or', 0.03995782691140069)]","the, of, and"
AQR,2016,2_AQR_2016.pdf,"This issue updates our multi-year expected return assumptions for major stock and bond markets. Compared to historical averages, we are still very much in a world of low expected returns. For a risk-weighted portfolio of commodities we estimate a long-run real return of around 3%.",69,183,-0.4523809523809524,1,"{'Equity': 13, 'Fixed Income': 27, 'Real Estate': 1, 'Commodities': 23, 'Alternatives': 0, 'Infrastructure': 0, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 23}","{'USA': 111, 'Europe': 33, 'Asia': 26, 'Emerging Markets': 3}","{'Equity': 0.0, 'Fixed Income': -0.03966474014779796, 'Real Estate': 0.0, 'Commodities': -0.14796961922394603, 'Alternatives': None, 'Infrastructure': None, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.07483653724193573}","{'USA': -0.0984627865673451, 'Europe': -0.0351667372803939, 'Asia': -0.006682783365249634, 'Emerging Markets': 0.2861163020133972}",1,"[('the', 0.09542823095617974), ('of', 0.08496143774707501), ('and', 0.07672104567856117), ('to', 0.06344998843266493), ('for', 0.058168638070086216), ('in', 0.050327346281621194), ('return', 0.04171580969324968), ('is', 0.041194114209349326), ('expected', 0.0404581237258703), ('or', 0.03995782691140069)]","the, of, and"
AQR,2017,2_AQR_2017.pdf,"This issue updates our multi-year expected returns for major asset classes. Compared to historical averages, we are still very much in a world of low expected returns. We have revised our method for estimating equity expected returns, incorporating estimates of net buyback yield.",73,136,-0.3014354066985646,1,"{'Equity': 14, 'Fixed Income': 19, 'Real Estate': 1, 'Commodities': 7, 'Alternatives': 0, 'Infrastructure': 0, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 25}","{'USA': 133, 'Europe': 39, 'Asia': 32, 'Emerging Markets': 11}","{'Equity': -0.1879067463534219, 'Fixed Income': -0.09570721317740048, 'Real Estate': 0.0, 'Commodities': -0.12632204805101668, 'Alternatives': None, 'Infrastructure': None, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.18889965195404856}","{'USA': 0.02870802144811611, 'Europe': 0.011365149332129437, 'Asia': -0.04845377057790756, 'Emerging Markets': 0.21036577887005276}",1,"[('the', 0.09542823095617974), ('of', 0.08496143774707501), ('and', 0.07672104567856117), ('to', 0.06344998843266493), ('for', 0.058168638070086216), ('in', 0.050327346281621194), ('return', 0.04171580969324968), ('is', 0.041194114209349326), ('expected', 0.0404581237258703), ('or', 0.03995782691140069)]","the, of, and"
AQR,2018,2_AQR_2018.pdf,"This article has two parts. In the first part, we update our estimates of medium-term (5- has implications for how we should use such to 10-year) expected returns for major asset return estimates in practice. We find that returns are lower for equities, bonds and yield-based forecasts have been more accurate credit.",68,143,-0.35545023696682465,1,"{'Equity': 28, 'Fixed Income': 25, 'Real Estate': 1, 'Commodities': 7, 'Alternatives': 1, 'Infrastructure': 0, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 19}","{'USA': 113, 'Europe': 26, 'Asia': 28, 'Emerging Markets': 9}","{'Equity': -0.049725291521652885, 'Fixed Income': 0.02610972134963326, 'Real Estate': 0.0, 'Commodities': -0.1538348694642385, 'Alternatives': 0.0, 'Infrastructure': None, 'Private Equity': None, 'Hedge Funds': None, 'Cash': -0.08940257504582405}","{'USA': -0.07324073957593254, 'Europe': 0.06001824339230855, 'Asia': -0.002113378361651772, 'Emerging Markets': -0.13756226499875387}",1,"[('the', 0.09542823095617974), ('of', 0.08496143774707501), ('and', 0.07672104567856117), ('to', 0.06344998843266493), ('for', 0.058168638070086216), ('in', 0.050327346281621194), ('return', 0.04171580969324968), ('is', 0.041194114209349326), ('expected', 0.0404581237258703), ('or', 0.03995782691140069)]","the, of, and"
AQR,2019,2_AQR_2019.pdf,"This article updates our estimates of year expected returns. The year of the traditional U.S. 60/40 portfolio 2018 saw cheapening across many asset classes. Estimates are for illustrative purposes only, are not a guarantee of performance. Not representative of any portfolio that AQR currently manages.",76,188,-0.42424242424242425,1,"{'Equity': 30, 'Fixed Income': 21, 'Real Estate': 13, 'Commodities': 7, 'Alternatives': 0, 'Infrastructure': 0, 'Private Equity': 7, 'Hedge Funds': 1, 'Cash': 51}","{'USA': 141, 'Europe': 32, 'Asia': 29, 'Emerging Markets': 8}","{'Equity': 0.01584214687347412, 'Fixed Income': -0.031988357242785, 'Real Estate': -0.010050193829969927, 'Commodities': -0.30137484272321063, 'Alternatives': None, 'Infrastructure': None, 'Private Equity': -0.11240779502051217, 'Hedge Funds': 0.0, 'Cash': 0.008768318277416807}","{'USA': -0.03897357697880596, 'Europe': -0.0353696309030056, 'Asia': -0.05287827385796441, 'Emerging Markets': 0.0}",1,"[('the', 0.09542823095617974), ('of', 0.08496143774707501), ('and', 0.07672104567856117), ('to', 0.06344998843266493), ('for', 0.058168638070086216), ('in', 0.050327346281621194), ('return', 0.04171580969324968), ('is', 0.041194114209349326), ('expected', 0.0404581237258703), ('or', 0.03995782691140069)]","the, of, and"
AQR,2020,2_AQR_2020.pdf,"This article updates our estimates reverse of 2018’s cheapening, with of medium-term (5- to 10-year) expected returns falling. The year 2019 saw a just 2.4%, around half its long-term average of nearly 5% (since 19001) The expected real return of the estimating expected returns for cash.",72,171,-0.4074074074074074,1,"{'Equity': 25, 'Fixed Income': 23, 'Real Estate': 7, 'Commodities': 7, 'Alternatives': 0, 'Infrastructure': 0, 'Private Equity': 5, 'Hedge Funds': 0, 'Cash': 53}","{'USA': 119, 'Europe': 32, 'Asia': 41, 'Emerging Markets': 6}","{'Equity': -0.001602185809093973, 'Fixed Income': -0.15612015669996088, 'Real Estate': -0.16118459900220236, 'Commodities': -0.3043602605660756, 'Alternatives': None, 'Infrastructure': None, 'Private Equity': -0.19342151880264283, 'Hedge Funds': None, 'Cash': -0.046516145403320726}","{'USA': -0.0377874196190195, 'Europe': -0.048692132297315095, 'Asia': -0.07743624210357666, 'Emerging Markets': 0.0}",1,"[('the', 0.09542823095617974), ('of', 0.08496143774707501), ('and', 0.07672104567856117), ('to', 0.06344998843266493), ('for', 0.058168638070086216), ('in', 0.050327346281621194), ('return', 0.04171580969324968), ('is', 0.041194114209349326), ('expected', 0.0404581237258703), ('or', 0.03995782691140069)]","the, of, and"
AQR,2021,2_AQR_2021.pdf,"This article updates our estimates both equity and bond expected of medium-term (5- to 10-year) returns. The expected returns for major asset expected real return of a U.S. classes is just 1.4%,1 a on the stock-bond correlation.",82,163,-0.3306122448979592,1,"{'Equity': 26, 'Fixed Income': 23, 'Real Estate': 6, 'Commodities': 10, 'Alternatives': 0, 'Infrastructure': 0, 'Private Equity': 5, 'Hedge Funds': 0, 'Cash': 31}","{'USA': 108, 'Europe': 26, 'Asia': 24, 'Emerging Markets': 8}","{'Equity': -0.03176505728201433, 'Fixed Income': -0.08140627497976477, 'Real Estate': -0.06818692684173584, 'Commodities': -0.28856170839733547, 'Alternatives': None, 'Infrastructure': None, 'Private Equity': -0.1924314022064209, 'Hedge Funds': None, 'Cash': -0.14123193979263304}","{'USA': -0.08661137983716767, 'Europe': -0.11730720202128092, 'Asia': 0.0, 'Emerging Markets': 0.0}",1,"[('the', 0.09542823095617974), ('of', 0.08496143774707501), ('and', 0.07672104567856117), ('to', 0.06344998843266493), ('for', 0.058168638070086216), ('in', 0.050327346281621194), ('return', 0.04171580969324968), ('is', 0.041194114209349326), ('expected', 0.0404581237258703), ('or', 0.03995782691140069)]","the, of, and"
AQR,2022,2_AQR_2022.pdf,"U.S. equity and bond expected returns for major asset expected returns both moved classes. The expected real return of ever-higher realized returns, and a 60/40 portfolio remains around suggests practical strategic steps to 2%, less than half its long-term boost.",72,148,-0.34545454545454546,1,"{'Equity': 36, 'Fixed Income': 20, 'Real Estate': 7, 'Commodities': 9, 'Alternatives': 3, 'Infrastructure': 0, 'Private Equity': 6, 'Hedge Funds': 0, 'Cash': 35}","{'USA': 119, 'Europe': 24, 'Asia': 24, 'Emerging Markets': 8}","{'Equity': 0.07956965421808176, 'Fixed Income': -0.07221165299415588, 'Real Estate': -0.0012038648128509521, 'Commodities': -0.10101420538766044, 'Alternatives': 0.0, 'Infrastructure': None, 'Private Equity': -0.051421910524368286, 'Hedge Funds': None, 'Cash': 0.09525097846984863}","{'USA': 0.014547974467277527, 'Europe': 0.0, 'Asia': 0.0, 'Emerging Markets': 0.0}",1,"[('the', 0.09542823095617974), ('of', 0.08496143774707501), ('and', 0.07672104567856117), ('to', 0.06344998843266493), ('for', 0.058168638070086216), ('in', 0.050327346281621194), ('return', 0.04171580969324968), ('is', 0.041194114209349326), ('expected', 0.0404581237258703), ('or', 0.03995782691140069)]","the, of, and"
AQR,2023,2_AQR_2023.pdf,"This article updates our estimates average of nearly 5% (since 19001) of medium-term (5- to 10-year) returns. The article also includes two focus topics: one highlighting the case slightly higher for equities, and for emerging market equities. And the other assessing the impact of large interest rate rises on various risk premia.",102,179,-0.27402135231316727,1,"{'Equity': 32, 'Fixed Income': 25, 'Real Estate': 10, 'Commodities': 7, 'Alternatives': 1, 'Infrastructure': 0, 'Private Equity': 6, 'Hedge Funds': 0, 'Cash': 45}","{'USA': 133, 'Europe': 28, 'Asia': 29, 'Emerging Markets': 18}","{'Equity': -0.003032907247543335, 'Fixed Income': -0.003969061103734103, 'Real Estate': -0.21125125222735935, 'Commodities': -0.35702011585235593, 'Alternatives': -0.4314914345741272, 'Infrastructure': None, 'Private Equity': 0.0, 'Hedge Funds': None, 'Cash': -0.06960708243506296}","{'USA': -0.03752857420061316, 'Europe': -0.042992188650019025, 'Asia': -0.00037433207035064697, 'Emerging Markets': 0.21202262384550913}",1,"[('the', 0.09542823095617974), ('of', 0.08496143774707501), ('and', 0.07672104567856117), ('to', 0.06344998843266493), ('for', 0.058168638070086216), ('in', 0.050327346281621194), ('return', 0.04171580969324968), ('is', 0.041194114209349326), ('expected', 0.0404581237258703), ('or', 0.03995782691140069)]","the, of, and"
